organism,count
"gi|2221405177|ref|NR_175418.1| Sphingomonas profundi strain LMO-1 16S ribosomal RNA, partial sequence",5
"gi|645319598|ref|NR_116988.1| Geobacillus jurassicus NBRC 107829 strain R-35651 16S ribosomal RNA, partial sequence",5
"gi|343201499|ref|NR_042225.1| Anoxybacteroides amylolyticum strain MR3C 16S ribosomal RNA, partial sequence",5
"gi|631250882|ref|NR_112078.1| Brevundimonas vesicularis strain IAM 12105 16S ribosomal RNA, partial sequence",5
"gi|558508640|ref|NR_104564.1| Thalassomonas viridans strain XOM25 16S ribosomal RNA, partial sequence",5
"gi|2136551522|ref|NR_173525.1| Roseithermus sacchariphilus strain MEBiC09517 16S ribosomal RNA, complete sequence",5
"gi|672238936|ref|NR_125525.1| Mycolicibacterium insubricum strain FI-06250 16S ribosomal RNA, partial sequence",5
"gi|545589116|ref|NR_044714.2| Clostridium fallax strain ATCC 19400 16S ribosomal RNA, partial sequence",5
"gi|343198680|ref|NR_043258.1| Dyella koreensis strain BB4 16S ribosomal RNA, partial sequence",5
"gi|2180566443|ref|NR_174293.1| Bradyrhizobium niftali strain CNPSo 3448 16S ribosomal RNA, partial sequence",5
"gi|2136551647|ref|NR_173652.1| Arenibaculum pallidiluteum strain SYSU D00532 16S ribosomal RNA, partial sequence",5
"gi|343205721|ref|NR_044123.1| Solimonas flava DSM 18980 strain CW-KD 4 16S ribosomal RNA, partial sequence",5
"gi|1491514571|ref|NR_159180.1| Phenylobacterium deserti strain YIM 73061 16S ribosomal RNA, partial sequence",5
"gi|559795231|ref|NR_104821.1| Nitrospina gracilis 3/211 16S ribosomal RNA, partial sequence",5
"gi|265678477|ref|NR_028780.1| Desulforegula conservatrix strain Mb1Pa 16S ribosomal RNA, partial sequence",5
"gi|2363084316|ref|NR_180406.1| Anoxybacillus kestanbolensis strain K1 16S ribosomal RNA, partial sequence",5
"gi|343202672|ref|NR_043073.1| Syntrophobacterium sulfatireducens strain TB8106 16S ribosomal RNA, partial sequence",5
"gi|2136551680|ref|NR_173685.1| Dictyobacter arantiisoli strain Uno17 16S ribosomal RNA, partial sequence",5
"gi|444439640|ref|NR_074955.1| Desulfobacca acetoxidans DSM 11109 16S ribosomal RNA, partial sequence",5
"gi|1779814812|ref|NR_164887.1| Cupriavidus malaysiensis strain USMAA1020 16S ribosomal RNA, partial sequence",5
"gi|1441204382|ref|NR_157797.1| Desulfosarcina alkanivorans strain PL12 16S ribosomal RNA, partial sequence",5
"gi|1520188667|ref|NR_159891.1| Terrimonas soli strain FL-8 16S ribosomal RNA, partial sequence",5
"gi|636558813|ref|NR_114870.1| Acidiferrobacter thiooxydans strain DSM 2392 16S ribosomal RNA, partial sequence",5
"gi|343203021|ref|NR_043542.1| Thermolithobacter carboxydivorans strain R1 16S ribosomal RNA, partial sequence",5
"gi|672238854|ref|NR_125442.1| Leifsonia xyli subsp. cynodontis strain JCM 9733 16S ribosomal RNA, partial sequence",5
"gi|559795328|ref|NR_104921.1| Legionella pneumophila subsp. fraseri strain Los Angelos-1 16S ribosomal RNA, partial sequence",5
"gi|265678933|ref|NR_029241.1| Methylococcus capsulatus strain Texas 16S ribosomal RNA, partial sequence",5
"gi|2962412222|ref|NR_199416.1| Minisyncoccus archaeiphilus strain PMX.108 16S ribosomal RNA, partial sequence",5
"gi|343201453|ref|NR_042179.1| Beijerinckia indica subsp. lacticogenes strain DSM 1719 16S ribosomal RNA, partial sequence",5
"gi|343198992|ref|NR_044262.1| Geotalea uraniireducens Rf4 16S ribosomal RNA, partial sequence",5
"gi|1277396249|ref|NR_151960.1| Rubrivirga profundi strain SAORIC-476 16S ribosomal RNA, partial sequence",5
"gi|806984338|ref|NG_042070.1| Syntrophothermus lipocalidus culture DSM:12680 16S ribosomal RNA gene, complete sequence",5
"gi|2363086446|ref|NR_181477.1| Nocardioides nematodiphilus strain R-N-C8 16S ribosomal RNA, partial sequence",5
"gi|219857427|ref|NR_025015.1| Micromonospora matsumotoense strain IMSNU 22003 16S ribosomal RNA, partial sequence",5
"gi|343200652|ref|NR_041339.1| Luedemannella flava strain 7-40(26) 16S ribosomal RNA, partial sequence",5
"gi|2363085832|ref|NR_181168.1| Gluconacetobacter dulcium strain LMG 1728 16S ribosomal RNA, partial sequence",5
"gi|1445135953|ref|NR_157992.1| Butyratibacter algicola strain B15 16S ribosomal RNA, partial sequence",5
"gi|1779814905|ref|NR_164980.1| Flavisolibacter galbus strain 17J28-26 16S ribosomal RNA, partial sequence",5
"gi|2363082272|ref|NR_179383.1| Streptococcus vulneris strain DM3B3 16S ribosomal RNA, complete sequence",5
"gi|2363085504|ref|NR_181001.1| Phototrophicus methaneseepsis strain ZRK33 16S ribosomal RNA, partial sequence",5
"gi|343205776|ref|NR_044191.1| Muricoccus vinaceus strain CPCC 100056 16S ribosomal RNA, partial sequence",5
"gi|343201025|ref|NR_041712.1| Blastochloris viridis strain DSM 133 16S ribosomal RNA, partial sequence",5
"gi|343206356|ref|NR_044948.1| Desulfallas thermosapovorans DSM 6562 strain MLF 16S ribosomal RNA, partial sequence",5
"gi|219846929|ref|NR_026521.1| Fluoribacter gormanii strain LS-13 16S ribosomal RNA, partial sequence",5
"gi|1679775888|ref|NR_163611.1| Jatrophihabitans telluris strain N237 16S ribosomal RNA, partial sequence",5
"gi|1193829162|ref|NR_147405.1| Mailhella massiliensis strain Marseille-P3199 16S ribosomal RNA, partial sequence",5
"gi|2363087457|ref|NR_181991.1| Aurantimicrobium photophilum strain MWH-Mo1 16S ribosomal RNA, complete sequence",5
"gi|343200276|ref|NR_040963.1| Cupriavidus numazuensis strain TE26 16S ribosomal RNA, partial sequence",5
"gi|265678701|ref|NR_029006.1| Anoxybacteroides contaminans strain R-16222 16S ribosomal RNA, partial sequence",5
"gi|636558916|ref|NR_114973.1| Thiocystis cadagnonensis strain Cad448 16S ribosomal RNA, partial sequence",5
"gi|1227086180|ref|NR_148651.1| Dissulfurimicrobium hydrothermale strain Sh68 16S ribosomal RNA, partial sequence",5
"gi|219846176|ref|NR_025766.1| Maridesulfovibrio bastinii strain SRL4225 16S ribosomal RNA, partial sequence",5
"gi|343200193|ref|NR_040880.1| Phycicoccus duodecadis strain IAM 14868 16S ribosomal RNA, partial sequence",5
"gi|2363081154|ref|NR_178820.1| Acetobacter oryzifermentans strain SLV-7 16S ribosomal RNA, partial sequence",5
"gi|265678803|ref|NR_029108.1| Agromyces ulmi strain XIL01 16S ribosomal RNA, partial sequence",5
"gi|766674005|ref|NR_108510.2| Hippea jasoniae strain Mar08-272r 16S ribosomal RNA, partial sequence",5
"gi|2363081705|ref|NR_179099.1| Ktedonosporobacter rubrisoli strain SCAWS-G2 16S ribosomal RNA, partial sequence",5
"gi|645320621|ref|NR_117783.1| Phenylobacterium muchangponense strain A8 16S ribosomal RNA, partial sequence",5
"gi|1269801501|ref|NR_075005.2| Bacillus velezensis strain FZB42 16S ribosomal RNA, complete sequence",5
"gi|1811131507|ref|NR_165689.1| Viridibacterium curvum strain JJ016 16S ribosomal RNA, partial sequence",5
"gi|2363083355|ref|NR_179926.1| Calidifontibacillus erzurumensis strain P2 16S ribosomal RNA, partial sequence",5
"gi|219846839|ref|NR_026431.1| Hyphomicrobium denitrificans strain DSM 1869 16S ribosomal RNA, partial sequence",5
"gi|631252457|ref|NR_113655.1| Hyphomicrobium methylovorum strain NBRC 14180 16S ribosomal RNA, partial sequence",5
"gi|343203100|ref|NR_043615.1| Variovorax dokdonensis strain DS-43 16S ribosomal RNA, partial sequence",5
"gi|1277396294|ref|NR_152005.1| Varunaivibrio sulfuroxidans strain TC8 16S ribosomal RNA, partial sequence",5
"gi|1315203967|ref|NR_152636.1| Lebetimonas natsushimae strain HS1857 16S ribosomal RNA, complete sequence",5
"gi|645320639|ref|NR_117797.1| Caldilinea tarbellica strain D1-25-10-4 16S ribosomal RNA, partial sequence",5
"gi|1864207057|ref|NR_169351.1| Variovorax ureilyticus strain UCM-2 16S ribosomal RNA, partial sequence",5
"gi|265678757|ref|NR_029062.1| Teichococcus cervicalis strain E7107 16S ribosomal RNA, partial sequence",5
"gi|219878207|ref|NR_025346.1| Chondromyces robustus strain Cm a13 16S ribosomal RNA, partial sequence",5
"gi|2363084160|ref|NR_180329.1| Stagnihabitans tardus strain CYK-10 16S ribosomal RNA, partial sequence",5
"gi|1779814870|ref|NR_164945.1| Tabrizicola thermarum strain YIM 73036 16S ribosomal RNA, partial sequence",5
"gi|2363083281|ref|NR_179889.1| Pseudomonas glycinae strain MS586 16S ribosomal RNA, complete sequence",5
"gi|444439476|ref|NR_074791.1| Nitrosococcus watsonii strain C-113 16S ribosomal RNA, partial sequence",5
"gi|2221405513|ref|NR_175559.1| Staphylococcus roterodami strain EMCR19 16S ribosomal RNA, partial sequence",5
"gi|265678820|ref|NR_029125.1| Rhodoplanes elegans strain AS130 16S ribosomal RNA, partial sequence",5
"gi|2836274925|ref|NR_197688.1| Limnohabitans lacus strain HM2-2 16S ribosomal RNA, partial sequence",5
"gi|699005372|ref|NR_126241.1| Lihuaxuella thermophila strain YIM 77831 16S ribosomal RNA, partial sequence",5
"gi|566085046|ref|NR_108633.1| Streptomyces nanhaiensis strain SCSIO 01248 16S ribosomal RNA, partial sequence",5
"gi|219846674|ref|NR_026266.1| Verrucomicrobium spinosum DSM 4136 = JCM 18804 16S ribosomal RNA, partial sequence",5
"gi|470466381|ref|NR_074118.1| Desulfomonile tiedjei DSM 6799 16S ribosomal RNA, partial sequence",5
"gi|343198700|ref|NR_043325.1| Heyndrickxia oleronia strain ATCC 700005 16S ribosomal RNA, partial sequence",5
"gi|2180566332|ref|NR_174212.1| Aquirhabdus parva strain HYN0046 16S ribosomal RNA, partial sequence",5
"gi|645321380|ref|NR_118360.1| Dictyoglomus thermophilum H-6-12 16S ribosomal RNA, partial sequence",5
"gi|444303841|ref|NR_074263.1| Chloroflexus aurantiacus J-10-fl 16S ribosomal RNA, partial sequence",5
"gi|2075441637|ref|NR_172653.1| Anthocerotibacter panamensis strain C109 16S ribosomal RNA, partial sequence",5
"gi|2221405267|ref|NR_175452.1| Paraburkholderia dioscoreae strain LMG 31881 16S ribosomal RNA, partial sequence",5
"gi|265678656|ref|NR_028961.1| Faecalibacterium prausnitzii strain ATCC 27768 16S ribosomal RNA, partial sequence",5
"gi|959495034|ref|NR_133882.1| Thermotunica guangxiensis strain AG2-7 16S ribosomal RNA, partial sequence",5
"gi|2363080055|ref|NR_178244.1| Acidiphilium iwatense strain MS8 16S ribosomal RNA, partial sequence",5
"gi|2621112321|ref|NR_189224.1| Shumkonia mesophila strain Y-P2 16S ribosomal RNA, partial sequence",5
"gi|636559758|ref|NR_115818.1| Geosporobacter subterraneus strain VNs68 16S ribosomal RNA, partial sequence",5
"gi|645319925|ref|NR_117256.1| Tistrella bauzanensis strain BZ78 16S ribosomal RNA, partial sequence",5
"gi|1341394002|ref|NR_153674.1| Frankia alni ACN14a 16S ribosomal RNA, complete sequence",5
"gi|959494920|ref|NR_133784.1| Methyloparacoccus murrellii strain R-49797 16S ribosomal RNA, partial sequence",5
"gi|310975113|ref|NR_036977.1| Thiococcus pfennigii strain 4250 16S ribosomal RNA, partial sequence",5
"gi|636558558|ref|NR_114615.1| Nordella oligomobilis strain N21 16S ribosomal RNA, partial sequence",5
"gi|645319918|ref|NR_117251.1| Bauldia litoralis strain 524-16 16S ribosomal RNA, partial sequence",5
"gi|1779814928|ref|NR_165002.1| Kineobactrum sediminis strain F02 16S ribosomal RNA, complete sequence",5
"gi|265678630|ref|NR_028935.1| Kytococcus schroeteri strain Muenster 2000 16S ribosomal RNA, partial sequence",5
"gi|566085248|ref|NR_109076.1| Eilatimonas milleporae strain MD2 16S ribosomal RNA, partial sequence",5
"gi|1150406751|ref|NR_146005.1| Metabacillus malikii strain NCCP-662 16S ribosomal RNA, partial sequence",5
"gi|343204186|ref|NR_043749.1| Salinicoccus luteus strain YIM 70202 16S ribosomal RNA, partial sequence",5
"gi|636560244|ref|NR_116304.1| Beijerinckia doebereinerae strain LMG 2819 16S ribosomal RNA, partial sequence",5
"gi|636558906|ref|NR_114963.1| Arthrobacter ramosus strain CCM 1646 16S ribosomal RNA, partial sequence",5
"gi|2363081401|ref|NR_178947.1| Planococcus lenghuensis strain Y42 16S ribosomal RNA, partial sequence",5
"gi|2136551560|ref|NR_173563.1| Pirellulimonas nuda strain Pla175 16S ribosomal RNA, partial sequence",5
"gi|659364515|ref|NR_121695.1| Sulfuricella denitrificans skB26 16S ribosomal RNA, partial sequence",5
"gi|343199100|ref|NR_044555.1| Thiobacillus thiophilus strain D24TN 16S ribosomal RNA, partial sequence",5
"gi|219846862|ref|NR_026454.1| Granulicatella balaenopterae strain M1975/96/1 16S ribosomal RNA, partial sequence",5
"gi|2363080557|ref|NR_178519.1| Magnetospirillum aberrantis SpK 16S ribosomal RNA, partial sequence",5
"gi|566085263|ref|NR_109102.1| Variovorax defluvii strain 2C1-b 16S ribosomal RNA, partial sequence",5
"gi|636560647|ref|NR_116707.1| Desulfosoma caldarium strain USBA-053 16S ribosomal RNA, partial sequence",5
"gi|444304112|ref|NR_074536.1| Cellulosilyticum lentocellum DSM 5427 16S ribosomal RNA, partial sequence",5
"gi|645320625|ref|NR_117786.1| Desulfosoma profundi strain SPDX02-08 16S ribosomal RNA, partial sequence",5
"gi|2363084760|ref|NR_180628.1| Metabacillus sediminilitoris strain DSL-17 16S ribosomal RNA, partial sequence",5
"gi|1024974889|ref|NR_136847.1| Micromonospora harpali strain NEAU-JC6 16S ribosomal RNA, partial sequence",4
"gi|1776910883|ref|NR_164616.1| Sedimentisphaera cyanobacteriorum strain L21-RPul-D3 16S ribosomal RNA, partial sequence",4
"gi|1146059194|ref|NR_145926.1| Micromonospora zhanjiangensis strain 2902at01 16S ribosomal RNA, partial sequence",4
"gi|2363084713|ref|NR_180605.1| Pelovirga terrestris strain M08fum 16S ribosomal RNA, partial sequence",4
"gi|224581434|ref|NR_027216.1| Leptospirillum ferrooxidans strain L15 16S ribosomal RNA, partial sequence",4
"gi|636559808|ref|NR_115868.1| Adlercreutzia caecimuris B7 16S ribosomal RNA, partial sequence",4
"gi|2136551604|ref|NR_173607.1| Kaustia mangrovi strain R1DC25 16S ribosomal RNA, partial sequence",4
"gi|2363084300|ref|NR_180399.1| Bifidobacterium castoris strain LMG 30937 16S ribosomal RNA, partial sequence",4
"gi|2221405190|ref|NR_175423.1| Methylobacterium nonmethylotrophicum strain 6HR-1 16S ribosomal RNA, partial sequence",4
"gi|631251445|ref|NR_112642.1| Syntrophomonas palmitatica strain MPA 16S ribosomal RNA (rrnB), partial sequence",4
"gi|2363085718|ref|NR_181111.1| Stenotrophomonas nematodicola strain W5 16S ribosomal RNA, partial sequence",4
"gi|659364814|ref|NR_121739.1| Stenotrophomonas rhizophila strain e-p10 16S ribosomal RNA, partial sequence",4
"gi|343202422|ref|NR_042708.1| Microbacterium invictum strain DC-200 16S ribosomal RNA, partial sequence",4
"gi|661903050|ref|NR_122081.1| Aquisphaera giovannonii strain OJF2 16S ribosomal RNA, partial sequence",4
"gi|961555071|ref|NR_134039.1| Geobacter soli strain GSS01 16S ribosomal RNA, partial sequence",4
"gi|265678618|ref|NR_028923.1| Methylocapsa acidiphila strain B2 16S ribosomal RNA, partial sequence",4
"gi|559795337|ref|NR_104930.1| Haemophilus haemolyticus strain CIP 103290 16S ribosomal RNA, partial sequence",4
"gi|1240411852|ref|NR_149183.1| Hydrogenophaga laconesensis strain HWB-10 16S ribosomal RNA, partial sequence",4
"gi|961554998|ref|NR_133965.1| Aquisalimonas halophila strain YIM 95345 16S ribosomal RNA, partial sequence",4
"gi|1277396147|ref|NR_108590.1| Pseudobacter ginsenosidimutans strain Gsoil 221 16S ribosomal RNA, partial sequence",4
"gi|219878118|ref|NR_025257.1| Desulfonauticus submarinus strain 6N 16S ribosomal RNA, partial sequence",4
"gi|2363086725|ref|NR_181619.1| Carboxylicivirga marina strain N1Y132 16S ribosomal RNA, partial sequence",4
"gi|2363080183|ref|NR_178315.1| Ferritrophicum radicicola strain CCJ 16S ribosomal RNA, partial sequence",4
"gi|1491506724|ref|NR_159107.1| Mycolicibacterium grossiae strain PB739 16S ribosomal RNA, partial sequence",4
"gi|343202566|ref|NR_042922.1| Mycolicibacterium wolinskyi strain ATCC 700010 16S ribosomal RNA, partial sequence",4
"gi|310975232|ref|NR_037096.1| Streptococcus lutetiensis strain HDP90246 16S ribosomal RNA, partial sequence",4
"gi|636559659|ref|NR_115719.1| Streptococcus lutetiensis strain CIP 106849 16S ribosomal RNA, partial sequence",4
"gi|1953646603|ref|NR_171457.1| Dyella psychrodurans strain 4MSK11 16S ribosomal RNA, partial sequence",4
"gi|485099115|ref|NR_102511.1| Rhizobium tropici CIAT 899 16S ribosomal RNA, partial sequence",4
"gi|645321015|ref|NR_118084.1| Rhizobium tropici CIAT 899 16S ribosomal RNA, partial sequence",4
"gi|2363084146|ref|NR_180322.1| Acidithiobacillus sulfuriphilus strain CJ-2 16S ribosomal RNA, partial sequence",4
"gi|343205948|ref|NR_044455.1| Falsiroseomonas frigidaquae strain CW67 16S ribosomal RNA, partial sequence",4
"gi|1011034828|ref|NR_135721.1| Marininema halotolerans strain YIM M11385 16S ribosomal RNA, partial sequence",4
"gi|636560710|ref|NR_116770.1| Halodesulfovibrio aestuarii strain NCIMB 9335 16S ribosomal RNA, partial sequence",4
"gi|343200812|ref|NR_041499.1| Flavisolibacter ginsengiterrae strain Gsoil 492 16S ribosomal RNA, partial sequence",4
"gi|343198888|ref|NR_043950.1| Melittangium lichenicola strain DSM 2275 16S ribosomal RNA, partial sequence",4
"gi|1024974865|ref|NR_136836.1| Dactylosporangium cerinum strain NEAU-TPG4 16S ribosomal RNA, partial sequence",4
"gi|1227086021|ref|NR_148575.1| Fimbriiglobus ruber strain SP5 16S ribosomal RNA, partial sequence",4
"gi|1246951800|ref|NR_149804.1| Bradyrhizobium centrosematis strain A9 16S ribosomal RNA, partial sequence",4
"gi|645320345|ref|NR_117571.1| Silanimonas mangrovi AK13 16S ribosomal RNA, partial sequence",4
"gi|2363084639|ref|NR_180568.1| Paenibacillus mesophilus strain SYSU K30004 16S ribosomal RNA, partial sequence",4
"gi|1171002964|ref|NR_146349.1| Lacunisphaera limnophila strain IG16b 16S ribosomal RNA, partial sequence",4
"gi|219846091|ref|NR_025681.1| Aeromicrobium marinum strain T2 16S ribosomal RNA, partial sequence",4
"gi|645322051|ref|NR_118885.1| Aeromicrobium fastidiosum strain NCIB 12713 16S ribosomal RNA, partial sequence",4
"gi|343199070|ref|NR_044488.1| Deferribacter autotrophicus strain SL50 16S ribosomal RNA, partial sequence",4
"gi|1445136108|ref|NR_158148.1| Marivibrio halodurans strain ZC80 16S ribosomal RNA, complete sequence",4
"gi|343201739|ref|NR_042465.1| Zavarzinella formosa strain A10 16S ribosomal RNA, partial sequence",4
"gi|645319886|ref|NR_117229.1| Anoxybacillus eryuanensis strain E-112 16S ribosomal RNA, partial sequence",4
"gi|631251350|ref|NR_112547.1| Sphingomonas rosea strain PB196 16S ribosomal RNA, partial sequence",4
"gi|2363080049|ref|NR_178241.1| Rhodopseudomonas telluris strain TUT3615 16S ribosomal RNA, partial sequence",4
"gi|2363082968|ref|NR_179732.1| Bradyrhizobium ripae strain WR4 16S ribosomal RNA, partial sequence",4
"gi|343201137|ref|NR_041852.1| Desulfotignum balticum strain DSM 7044 16S ribosomal RNA, partial sequence",4
"gi|2621112324|ref|NR_189227.1| Dermatobacter hominis strain Kera-3 16S ribosomal RNA, partial sequence",4
"gi|566084910|ref|NR_108458.1| Aquipuribacter hungaricus strain IV-75 16S ribosomal RNA, partial sequence",4
"gi|343200574|ref|NR_041261.1| Silvimonas terrae strain KM-45 16S ribosomal RNA, partial sequence",4
"gi|343198710|ref|NR_043458.1| Neisseria animaloris strain LMG 23011 16S ribosomal RNA, partial sequence",4
"gi|219878276|ref|NR_025415.1| Sporomusa acidovorans strain DSM 3132 16S ribosomal RNA, partial sequence",4
"gi|959494801|ref|NR_109131.1| Aliicoccus persicus strain A76 16S ribosomal RNA, partial sequence",4
"gi|343205255|ref|NR_043876.1| Paenibacillus zanthoxyli strain JH29 16S ribosomal RNA, partial sequence",4
"gi|343202769|ref|NR_043214.1| Desulfuromusa ferrireducens strain 102 16S ribosomal RNA, partial sequence",4
"gi|1277396189|ref|NR_151900.1| Ruthenibacterium lactatiformans strain 585-1 16S ribosomal RNA, partial sequence",4
"gi|2363082916|ref|NR_179706.1| Aquella oligotrophica strain P08 16S ribosomal RNA, partial sequence",4
"gi|1441204242|ref|NR_157657.1| Bradyrhizobium cajani strain AMBPC1010 16S ribosomal RNA, partial sequence",4
"gi|343200651|ref|NR_041338.1| Luedemannella helvata strain 3-9(24) 16S ribosomal RNA, partial sequence",4
"gi|343206068|ref|NR_044653.1| Desulforhopalus vacuolatus strain ltk10 16S ribosomal RNA, partial sequence",4
"gi|526641942|ref|NR_103939.1| Desulfoscipio gibsoniae DSM 7213 16S ribosomal RNA, partial sequence",4
"gi|566085207|ref|NR_109018.1| Catenulispora graminis strain BR-34 16S ribosomal RNA, partial sequence",4
"gi|2180566496|ref|NR_174335.1| Falsiroseomonas selenitidurans strain BU-1 16S ribosomal RNA, partial sequence",4
"gi|2363085292|ref|NR_180894.1| Massilia aquatica strain CCM 8693 16S ribosomal RNA, partial sequence",4
"gi|343202990|ref|NR_043495.1| Streptomyces regensis strain NRRL B-11479 16S ribosomal RNA, partial sequence",4
"gi|559795322|ref|NR_104915.1| Rugamonas rubra strain MOM 28/2/79 16S ribosomal RNA, partial sequence",4
"gi|2260349447|ref|NR_176529.1| Pelagibaculum spongiae strain Hp12 16S ribosomal RNA, partial sequence",4
"gi|636558849|ref|NR_114906.1| Chlorobium chlorochromatii strain CaD 16S ribosomal RNA, partial sequence",4
"gi|343199116|ref|NR_044589.1| Ferruginibacter lapsinanis strain HU1-HG42 16S ribosomal RNA, partial sequence",4
"gi|343200145|ref|NR_040832.1| Acetobacter lovaniensis strain NBRC 13753 16S ribosomal RNA, partial sequence",4
"gi|1441204384|ref|NR_157799.1| Novosphingobium humi strain R1-4 16S ribosomal RNA, partial sequence",4
"gi|1779814935|ref|NR_165009.1| Chakrabartia godavariana strain PRB 40 16S ribosomal RNA, partial sequence",4
"gi|2621112343|ref|NR_189247.1| Brytella acorum strain LMG 32668 16S ribosomal RNA, partial sequence",4
"gi|1315203955|ref|NR_152624.1| Alkaliphilus hydrothermalis strain FatMR1 16S ribosomal RNA, partial sequence",4
"gi|559795208|ref|NR_104797.1| Teretinema zuelzerae strain DSM 1903 16S ribosomal RNA, partial sequence",4
"gi|961555065|ref|NR_134033.1| Flavisolibacter rigui strain 02SUJ3 16S ribosomal RNA, partial sequence",4
"gi|444303876|ref|NR_074298.1| Granulicella mallensis MP5ACTX8 16S ribosomal RNA, partial sequence >gi|645320929|ref|NR_118020.1| Granulicella mallensis MP5ACTX8 16S ribosomal RNA, partial sequence",4
"gi|2363081830|ref|NR_179161.1| Thermosulfurimonas marina strain SU872 16S ribosomal RNA, partial sequence",4
"gi|219857659|ref|NR_025248.1| Novosphingobium pentaromativorans US6-1 16S ribosomal RNA, partial sequence",4
"gi|2363085864|ref|NR_181184.1| Brevundimonas huaxiensis strain 090558 16S ribosomal RNA, partial sequence",4
"gi|2363082402|ref|NR_179448.1| Gulosibacter massiliensis strain Marseille-P7157 16S ribosomal RNA, partial sequence",4
"gi|1270533017|ref|NR_134040.2| Geothermomicrobium terrae strain YIM 77562 16S ribosomal RNA, complete sequence",4
"gi|343200176|ref|NR_040863.1| Shimazuella kribbensis strain A9500 16S ribosomal RNA, partial sequence",4
"gi|1269801457|ref|NR_102783.2| Bacillus subtilis subsp. subtilis strain 168 16S ribosomal RNA, complete sequence",4
"gi|1269235605|ref|NR_146362.2| Brucella endophytica strain EGI 60010 16S ribosomal RNA, complete sequence",4
"gi|636560556|ref|NR_116616.1| Clostridium felsineum strain DSM 793 16S ribosomal RNA, partial sequence",4
"gi|1384992283|ref|NR_156032.1| Streptomyces capparidis strain EGI 6500195 16S ribosomal RNA, partial sequence",4
"gi|974142226|ref|NR_134746.1| Hydrobacter penzbergensis strain EM 4 16S ribosomal RNA, partial sequence",4
"gi|848212600|ref|NR_132297.1| Sediminibacterium lactis strain LCJ02 16S ribosomal RNA, partial sequence",4
"gi|2363083215|ref|NR_179856.1| Alteribacter keqinensis strain KQ-3 16S ribosomal RNA, partial sequence",4
"gi|265678884|ref|NR_029190.1| Psychroserpens burtonensis strain ACAM 188 16S ribosomal RNA, partial sequence",4
"gi|219856906|ref|NR_024727.1| Sporichthya polymorpha DSM 43042 16S ribosomal RNA, partial sequence",4
"gi|631251951|ref|NR_113149.1| Brevifollis gellanilyticus strain DC2c-G4 16S ribosomal RNA, partial sequence",4
"gi|672238929|ref|NR_125518.1| Moorella perchloratireducens strain An10 16S ribosomal RNA, partial sequence",4
"gi|265678472|ref|NR_028775.1| Trichlorobacter thiogenes strain K1 16S ribosomal RNA, partial sequence",4
"gi|1491514588|ref|NR_159196.1| Mycobacterium lehmannii strain CECT 8763 16S ribosomal RNA, complete sequence >gi|1491514589|ref|NR_159197.1| Mycobacterium neumannii strain CECT 8766 16S ribosomal RNA, complete sequence",4
"gi|1116030269|ref|NR_144727.1| Anaeromassilibacillus senegalensis strain mt9 16S ribosomal RNA, partial sequence",4
"gi|672239083|ref|NR_125672.1| Undibacterium seohonense strain SHS5-24 16S ribosomal RNA, partial sequence",4
"gi|2180566322|ref|NR_174202.1| Chitinasiproducens palmae strain JS23 16S ribosomal RNA, partial sequence",4
"gi|219846885|ref|NR_026477.1| Propionivibrio dicarboxylicus strain CreMal1 16S ribosomal RNA, partial sequence",4
"gi|2363086981|ref|NR_181747.1| Phosphitispora fastidiosa strain DYL19 16S ribosomal RNA, partial sequence",4
"gi|1229276533|ref|NR_148571.2| Chloroflexus islandicus strain isl-2 16S ribosomal RNA, partial sequence",4
"gi|2363087415|ref|NR_181964.1| Desulfosudis oleivorans Hxd3 16S ribosomal RNA, partial sequence",4
"gi|636559815|ref|NR_115875.1| Proteiniclasticum ruminis DSM 24773 strain D3RC-2 16S ribosomal RNA, partial sequence",4
"gi|2363082607|ref|NR_179550.1| Khoudiadiopia massiliensis strain Marseille-P2746 16S ribosomal RNA, partial sequence",4
"gi|645321384|ref|NR_118363.1| Syntrophobacter fumaroxidans MPOB 16S ribosomal RNA, partial sequence",4
"gi|485099055|ref|NR_102452.1| Mesorhizobium australicum WSM2073 16S ribosomal RNA, partial sequence",4
"gi|659365230|ref|NR_122053.1| Kutzneria albida strain DSM 43870 16S ribosomal RNA, partial sequence",4
"gi|631253208|ref|NR_114406.1| Cyanobium gracile PCC 6307 16S ribosomal RNA, partial sequence",4
"gi|444303786|ref|NR_074208.1| Caulobacter segnis strain ATCC 21756 16S ribosomal RNA, partial sequence",4
"gi|2363086474|ref|NR_181491.1| Dawidia cretensis strain PWU5 16S ribosomal RNA, partial sequence",4
"gi|343198744|ref|NR_043567.1| Nitratidesulfovibrio oxamicus strain DSM 1925 16S ribosomal RNA, partial sequence",4
"gi|2260349445|ref|NR_176527.1| Phragmitibacter flavus strain MG-N-17 16S ribosomal RNA, partial sequence",4
"gi|959494861|ref|NR_133737.1| Desulfatiferula berrensis strain BE2801 16S ribosomal RNA, partial sequence",4
"gi|444439663|ref|NR_074978.1| Opitutus terrae PB90-1 16S ribosomal RNA, partial sequence",4
"gi|2836274990|ref|NR_197753.1| Taklimakanibacter deserti strain SYSU D60010 16S ribosomal RNA, complete sequence",4
"gi|631250870|ref|NR_112066.1| Malikia spinosa strain ATCC 14606 16S ribosomal RNA, partial sequence",4
