organism,count
"gi|2836274895|ref|NR_197658.1| Aquibaculum arenosum strain CAU 1616 16S ribosomal RNA, partial sequence",6
"gi|343201768|ref|NR_042494.1| Terrimonas ferruginea strain DSM 30193 16S ribosomal RNA, partial sequence",6
"gi|219846562|ref|NR_026154.1| Pelobacter acidigallici strain MaGal12T 16S ribosomal RNA, partial sequence",6
"gi|645319671|ref|NR_117044.1| Pseudokineococcus lusitanus strain T2A-S27 16S ribosomal RNA, partial sequence",6
"gi|645320959|ref|NR_118041.1| Noviherbaspirillum soli strain SUEMI10 16S ribosomal RNA, partial sequence",6
"gi|631252929|ref|NR_114127.1| Derxia gummosa strain NBRC 102506 16S ribosomal RNA, partial sequence",6
"gi|2363082555|ref|NR_179524.1| Mycobacterium numidiamassiliense strain AB215 16S ribosomal RNA, partial sequence",6
"gi|1397641831|ref|NR_156940.1| Vitiosangium subalbum strain MCy10944 16S ribosomal RNA, partial sequence",6
"gi|566084827|ref|NR_108189.1| Solimonas aquatica strain NAA16 16S ribosomal RNA, partial sequence",6
"gi|959494819|ref|NR_133698.1| Aridibacter kavangonensis strain Ac_23_E3 16S ribosomal RNA, partial sequence",6
"gi|2363085784|ref|NR_181144.1| Sediminibacterium soli strain WSJ-3 16S ribosomal RNA, partial sequence",6
"gi|444439489|ref|NR_074804.1| Cellvibrio japonicus strain Ueda107 16S ribosomal RNA, partial sequence",6
"gi|636559091|ref|NR_115148.1| Nitrosospira multiformis strain Nl13 16S ribosomal RNA, partial sequence",6
"gi|2180566309|ref|NR_174194.1| Cryobacterium melibiosiphilum strain Hh39 16S ribosomal RNA, partial sequence",6
"gi|566085366|ref|NR_109415.1| Legionella massiliensis strain LegA 16S ribosomal RNA, partial sequence",6
"gi|2363080535|ref|NR_178508.1| Syntrophotalea acetylenivorans strain SFB93 16S ribosomal RNA, partial sequence",6
"gi|2363081983|ref|NR_179238.1| Thermogemmatispora aurantia strain A1-2 16S ribosomal RNA, partial sequence",6
"gi|1341394026|ref|NR_153698.1| Niastella hibisci strain THG-YS3.2.1 16S ribosomal RNA, partial sequence",6
"gi|1024974889|ref|NR_136847.1| Micromonospora harpali strain NEAU-JC6 16S ribosomal RNA, partial sequence",6
"gi|444439397|ref|NR_074712.1| Kosmotoga olearia TBF 19.5.1 16S ribosomal RNA, partial sequence",6
"gi|219857148|ref|NR_024776.1| Thermaerobacter nagasakiensis strain JCM 11223 16S ribosomal RNA, partial sequence",6
"gi|1150406751|ref|NR_146005.1| Metabacillus malikii strain NCCP-662 16S ribosomal RNA, partial sequence",6
"gi|265678679|ref|NR_028984.1| Muricoccus roseus strain 173-96 16S ribosomal RNA, partial sequence",6
"gi|1953646549|ref|NR_171430.1| Chitinophaga alhagiae strain T22 16S ribosomal RNA, partial sequence",6
"gi|695134884|ref|NR_117690.2| Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence",5
"gi|2363084490|ref|NR_180493.1| Bradyrhizobium australafricanum strain CNPSo 4015 16S ribosomal RNA, partial sequence",5
"gi|1230874608|ref|NR_148768.1| Azospirillum agricola strain CC-HIH038 16S ribosomal RNA, partial sequence",5
"gi|974142200|ref|NR_134720.1| Desulfovibrio biadhensis strain Khaled BD4 16S ribosomal RNA, partial sequence",5
"gi|219857264|ref|NR_024895.1| Solidesulfovibrio burkinensis strain HDv 16S ribosomal RNA, partial sequence",5
"gi|566085134|ref|NR_108870.1| Fonticella tunisiensis strain BELH25 16S ribosomal RNA, partial sequence",5
"gi|566084867|ref|NR_108300.1| Pseudorhodobacter antarcticus strain ZS3-33 16S ribosomal RNA, partial sequence",5
"gi|1277396351|ref|NR_152064.1| Thermodesulfatator autotrophicus strain S606 16S ribosomal RNA, partial sequence",5
"gi|1909404479|ref|NR_170534.1| Duganella fentianensis strain FT93W 16S ribosomal RNA, partial sequence",5
"gi|631253151|ref|NR_114349.1| Calderihabitans maritimus strain KKC1 16S ribosomal RNA, partial sequence",5
"gi|959494981|ref|NR_133836.1| Ramlibacter ginsenosidimutans strain BXN5-27 16S ribosomal RNA, partial sequence",5
"gi|219846929|ref|NR_026521.1| Fluoribacter gormanii strain LS-13 16S ribosomal RNA, partial sequence",5
"gi|2221405383|ref|NR_175500.1| Rhodoligotrophos defluvii strain lm1 16S ribosomal RNA, partial sequence",5
"gi|645320509|ref|NR_117699.1| Legionella spiritensis strain Bibb HSH-9 16S ribosomal RNA, partial sequence",5
"gi|2363082713|ref|NR_179604.1| Sutterella seckii strain Marseille-P3660 16S ribosomal RNA, partial sequence",5
"gi|559795388|ref|NR_104981.1| Nitrospirillum amazonense strain Am 14 16S ribosomal RNA, partial sequence",5
"gi|343201454|ref|NR_042180.1| Beijerinckia mobilis strain DSM 2326 16S ribosomal RNA, partial sequence",5
"gi|343199120|ref|NR_044600.1| Bauldia consociata strain 11 16S ribosomal RNA, partial sequence",5
"gi|444303876|ref|NR_074298.1| Granulicella mallensis MP5ACTX8 16S ribosomal RNA, partial sequence >gi|645320929|ref|NR_118020.1| Granulicella mallensis MP5ACTX8 16S ribosomal RNA, partial sequence",5
"gi|2836274981|ref|NR_197744.1| Phenylobacterium montanum strain S6 16S ribosomal RNA, partial sequence",5
"gi|343202688|ref|NR_043101.1| Sporacetigenium mesophilum strain ZLJ115 16S ribosomal RNA, partial sequence",5
"gi|1491514416|ref|NR_159158.1| Chitinimonas lacunae strain H2 16S ribosomal RNA, partial sequence",5
"gi|444439476|ref|NR_074791.1| Nitrosococcus watsonii strain C-113 16S ribosomal RNA, partial sequence",5
"gi|1491514571|ref|NR_159180.1| Phenylobacterium deserti strain YIM 73061 16S ribosomal RNA, partial sequence",5
"gi|2136551566|ref|NR_173569.1| Methyloradius palustris strain Zm11 16S ribosomal RNA, partial sequence",5
"gi|566084915|ref|NR_108462.1| Iodobacter arcticus strain AsdM4-16 16S ribosomal RNA, partial sequence",5
"gi|343202504|ref|NR_042828.1| Ethanoligenens harbinense YUAN-3 16S ribosomal RNA, partial sequence",5
"gi|1864207057|ref|NR_169351.1| Variovorax ureilyticus strain UCM-2 16S ribosomal RNA, partial sequence",5
"gi|2621112288|ref|NR_189191.1| Oryzibacter oryziterrae strain COJ-58 16S ribosomal RNA, partial sequence",5
"gi|265678511|ref|NR_028814.1| Thermaerobacter subterraneus strain C21 16S ribosomal RNA, partial sequence",5
"gi|1146059177|ref|NR_145909.1| Pseudorhodoplanes sinuspersici strain RIPI 110 16S ribosomal RNA, partial sequence",5
"gi|265678592|ref|NR_028897.1| Desulfobacterium indolicum strain In04 16S ribosomal RNA, partial sequence",5
"gi|343201451|ref|NR_042177.1| Bradyrhizobium canariense strain BTA-1 16S ribosomal RNA, partial sequence",5
"gi|485099117|ref|NR_102513.1| Thermoclostridium stercorarium strain DSM 8532 16S ribosomal RNA, partial sequence",5
"gi|959494982|ref|NR_133837.1| Ramlibacter solisilvae strain 5-10 16S ribosomal RNA, partial sequence",5
"gi|636560284|ref|NR_116344.1| Ottowia pentelensis strain RB3-7 16S ribosomal RNA, partial sequence",5
"gi|636558438|ref|NR_114494.1| Streptomyces mirabilis strain ATCC 27447 16S ribosomal RNA, partial sequence",5
"gi|2363085901|ref|NR_181203.1| Streptomyces xanthii strain CRXT-Y-14 16S ribosomal RNA, complete sequence",5
"gi|2363084665|ref|NR_180581.1| Lichenicoccus roseus strain KEBCLARHB70R 16S ribosomal RNA, partial sequence",5
"gi|219846869|ref|NR_026461.1| Desulfurella multipotens strain RH-8 16S ribosomal RNA, partial sequence",5
"gi|343200853|ref|NR_041540.1| Chitinophaga terrae (ex Kim and Jung 2007) strain KP01 16S ribosomal RNA, partial sequence",5
"gi|444304160|ref|NR_074584.1| Allochromatium vinosum DSM 180 16S ribosomal RNA, partial sequence",5
"gi|699005357|ref|NR_126226.1| Thermosulfurimonas dismutans strain S95 16S ribosomal RNA, partial sequence",5
"gi|559795261|ref|NR_104852.1| Spiroplasma ixodetis Y32 16S ribosomal RNA, partial sequence",5
"gi|343205707|ref|NR_044095.1| Filomicrobium insigne strain SLG5B-19 16S ribosomal RNA, partial sequence",5
"gi|343202675|ref|NR_043076.1| Neomoorella thermoacetica strain DSM 521 16S ribosomal RNA, partial sequence",5
"gi|974142259|ref|NR_134779.1| Nonomuraea syzygii strain GKU 164 16S ribosomal RNA, partial sequence",5
"gi|636558628|ref|NR_114685.1| Cupriavidus basilensis strain RK1 16S ribosomal RNA, partial sequence",5
"gi|444439719|ref|NR_075034.1| Ammonifex degensii KC4 16S ribosomal RNA, partial sequence",5
"gi|631251751|ref|NR_112949.1| Ktedonobacter racemifer DSM 44963 16S ribosomal RNA, partial sequence",5
"gi|219857549|ref|NR_025137.1| Cupriavidus campinensis strain WS2 16S ribosomal RNA, partial sequence",5
"gi|2363085219|ref|NR_180858.1| Rhabdaerophilum calidifontis strain SYSU G02060 16S ribosomal RNA, partial sequence",5
"gi|2363081421|ref|NR_178957.1| Nonomuraea mangrovi strain HA15826 16S ribosomal RNA, partial sequence",5
"gi|1397641882|ref|NR_156992.1| Caulobacter rhizosphaerae strain 7F14 16S ribosomal RNA, partial sequence",5
"gi|1240411922|ref|NR_149266.1| Actinocorallia lasiicapitis strain 3H-GS17 16S ribosomal RNA, partial sequence",5
"gi|645322217|ref|NR_119019.1| Legionella oakridgensis strain ATCC 33761 16S ribosomal RNA, partial sequence",5
"gi|2363084904|ref|NR_180700.1| Trebonia kvetii strain 15TR583 16S ribosomal RNA, complete sequence",5
"gi|1441204300|ref|NR_157715.1| Terrimonas terrae strain T16R-129 16S ribosomal RNA, partial sequence",5
"gi|1384992381|ref|NR_156157.1| Luteolibacter flavescens strain GKX 16S ribosomal RNA, partial sequence",5
"gi|444303827|ref|NR_074249.1| Rhodospirillum rubrum ATCC 11170 16S ribosomal RNA, partial sequence",5
"gi|2363082465|ref|NR_179479.1| Paludisphaera soli strain JC670 16S ribosomal RNA, complete sequence",5
"gi|343200664|ref|NR_041351.1| Phocaeicola dorei strain 175 16S ribosomal RNA, partial sequence",5
"gi|631251748|ref|NR_112946.1| Phocaeicola vulgatus strain JCM 5826 16S ribosomal RNA, partial sequence",5
"gi|631251981|ref|NR_113179.1| Acidipila rosea strain AP8 16S ribosomal RNA, partial sequence",5
"gi|1491521041|ref|NR_159327.1| Nemorincola caseinilytica strain J116-2 16S ribosomal RNA, partial sequence",5
"gi|659364726|ref|NR_121725.1| Peptoclostridium acidaminophilum strain a1-2 16S ribosomal RNA, partial sequence",5
"gi|219857288|ref|NR_024919.1| Clostridium frigidicarnis strain SPL77A 16S ribosomal RNA, partial sequence",5
"gi|631251414|ref|NR_112611.1| Calditerricola satsumensis JCM 14719 strain YMO81 16S ribosomal RNA, partial sequence",5
"gi|631251487|ref|NR_112684.1| Calditerricola yamamurae strain YMO722 16S ribosomal RNA, partial sequence",5
"gi|631253128|ref|NR_114326.1| Fusicatenibacter saccharivorans strain HT03-11 16S ribosomal RNA, partial sequence",5
"gi|265678696|ref|NR_029001.1| Ottowia thiooxydans strain K11 16S ribosomal RNA, partial sequence",5
"gi|2363087015|ref|NR_181764.1| Phycicoccus mangrovi strain KQZ13P-1 16S ribosomal RNA, partial sequence",5
"gi|2836274925|ref|NR_197688.1| Limnohabitans lacus strain HM2-2 16S ribosomal RNA, partial sequence",5
"gi|343199105|ref|NR_044574.1| Pseudorhodoferax soli strain TBEA3 16S ribosomal RNA, partial sequence",5
"gi|265678554|ref|NR_028858.1| Saccharomonospora iraqiensis subsp. paurometabolica strain YIM 90007 16S ribosomal RNA, partial sequence",5
"gi|2363082553|ref|NR_179523.1| Mycobacterium rhizamassiliense strain AB57 16S ribosomal RNA, partial sequence",5
"gi|636560734|ref|NR_116794.1| Aquimarina agarilytica ZC1 16S ribosomal RNA, partial sequence",5
"gi|2363086882|ref|NR_181698.1| Janibacter endophyticus strain YIM B02568 16S ribosomal RNA, partial sequence",5
"gi|219846541|ref|NR_026133.1| Novacetimonas hansenii strain NCIB 8746 16S ribosomal RNA, partial sequence",5
"gi|636560736|ref|NR_116796.1| Chitinophaga eiseniae strain YC6729 16S ribosomal RNA, partial sequence",5
"gi|2363081772|ref|NR_179132.1| Paraburkholderia panacihumi strain DCY115 16S ribosomal RNA, partial sequence",5
"gi|343203026|ref|NR_043550.1| Thomasclavelia saccharogumia strain SDG-Mt85-3Db 16S ribosomal RNA, partial sequence",5
"gi|444439663|ref|NR_074978.1| Opitutus terrae PB90-1 16S ribosomal RNA, partial sequence",5
"gi|1445135945|ref|NR_157984.1| Caulobacter hibisci strain THG-AG3.4 16S ribosomal RNA, partial sequence",5
"gi|2363087031|ref|NR_181772.1| Geomonas azotofigens strain Red51 16S ribosomal RNA, partial sequence",5
"gi|507148035|ref|NR_102842.1| Methylotenera mobilis JLW8 16S ribosomal RNA, partial sequence",5
"gi|1779814940|ref|NR_165014.1| Pseudomethylobacillus aquaticus strain H-5 16S ribosomal RNA, partial sequence",5
"gi|559795399|ref|NR_104992.1| Thioflavicoccus mobilis strain 8321 16S ribosomal RNA, partial sequence",5
"gi|343198680|ref|NR_043258.1| Dyella koreensis strain BB4 16S ribosomal RNA, partial sequence",5
"gi|645319739|ref|NR_117114.1| Afipia carboxidovorans strain DSM 1227 16S ribosomal RNA, partial sequence",5
"gi|2363081640|ref|NR_179066.1| Caulobacter zeae strain 410 16S ribosomal RNA, partial sequence",5
"gi|1341394013|ref|NR_153685.1| Micromonospora sonchi strain NEAU-QY3 16S ribosomal RNA, partial sequence",5
"gi|2363082515|ref|NR_179504.1| Salibacterium nitratireducens strain SMB4 16S ribosomal RNA, partial sequence",5
"gi|636560647|ref|NR_116707.1| Desulfosoma caldarium strain USBA-053 16S ribosomal RNA, partial sequence",5
"gi|310975152|ref|NR_037016.1| Acidomonas methanolica strain MB 58 16S ribosomal RNA, partial sequence",5
"gi|2180566336|ref|NR_174214.1| Actinomadura rubteroloni strain RB29 16S ribosomal RNA, partial sequence",5
"gi|2363084760|ref|NR_180628.1| Metabacillus sediminilitoris strain DSL-17 16S ribosomal RNA, partial sequence",5
"gi|1397641795|ref|NR_156904.1| Paraliobacillus sediminis strain 126C4 16S ribosomal RNA, partial sequence",5
"gi|2363083495|ref|NR_179996.1| Hydrogeniiclostridium mannosilyticum strain ASD2818 16S ribosomal RNA, partial sequence",5
"gi|1864207066|ref|NR_169360.1| Anaerococcus urinomassiliensis strain Marseille-P2143 16S ribosomal RNA, partial sequence",5
"gi|645321266|ref|NR_118274.1| Rhizobium laguerreae strain FB206 16S ribosomal RNA, partial sequence >gi|645321353|ref|NR_118339.1| Rhizobium leguminosarum bv. viciae USDA 2370 16S ribosomal RNA, partial sequence",5
"gi|343205224|ref|NR_043872.1| Trinickia soli strain GP25-8 16S ribosomal RNA, partial sequence",5
"gi|1864207059|ref|NR_169353.1| Variovorax robiniae strain UCM-G35 16S ribosomal RNA, partial sequence",5
"gi|343200602|ref|NR_041289.1| Nocardia terpenica strain IFM 0706 16S ribosomal RNA, partial sequence",5
"gi|343204900|ref|NR_043832.1| Streptomyces nigrescens strain NRRL B-12176 16S ribosomal RNA, partial sequence",5
"gi|2363081981|ref|NR_179237.1| Streptomyces boninensis strain K11-0400 16S ribosomal RNA, partial sequence",4
"gi|219857427|ref|NR_025015.1| Micromonospora matsumotoense strain IMSNU 22003 16S ribosomal RNA, partial sequence",4
"gi|695134881|ref|NR_117687.2| Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence",4
"gi|1277396375|ref|NR_152088.1| Paraburkholderia caffeinilytica strain CF1 16S ribosomal RNA, partial sequence",4
"gi|645321373|ref|NR_118354.1| Syntrophococcus sucromutans strain S195 16S ribosomal RNA, partial sequence",4
"gi|636559280|ref|NR_115337.1| Trichlorobacter lovleyi SZ 16S ribosomal RNA, partial sequence",4
"gi|2363084882|ref|NR_180689.1| Massilia polaris strain RP-1-19 16S ribosomal RNA, partial sequence",4
"gi|2363086667|ref|NR_181590.1| Serpentinimonas barnesii strain H1 16S ribosomal RNA, complete sequence",4
"gi|265678638|ref|NR_028943.1| Caminibacter hydrogeniphilus strain AM1116 16S ribosomal RNA, partial sequence",4
"gi|636559949|ref|NR_116009.1| Magnetospirillum bellicum strain VDY 16S ribosomal RNA, partial sequence",4
"gi|1277396196|ref|NR_151907.1| Cephaloticoccus primus strain CAG34 16S ribosomal RNA, partial sequence",4
"gi|631251483|ref|NR_112680.1| Pseudenhygromyxa salsuginis strain SYR-2 16S ribosomal RNA, partial sequence",4
"gi|1811131558|ref|NR_165740.1| Mucilaginibacter terrigena strain 17JY9-4 16S ribosomal RNA, partial sequence",4
"gi|2260349426|ref|NR_176508.1| Dictyobacter kobayashii strain Uno11 16S ribosomal RNA, partial sequence",4
"gi|636560317|ref|NR_116377.1| Methylorosula polaris strain V-022 16S ribosomal RNA, partial sequence",4
"gi|343202245|ref|NR_042531.1| Methylocystis heyeri strain H2 16S ribosomal RNA, partial sequence",4
"gi|559795311|ref|NR_104904.1| Spiroplasma taiwanense CT-1 16S ribosomal RNA, partial sequence",4
"gi|1277396187|ref|NR_151898.1| Ammoniphilus resinae strain CC-RT-E 16S ribosomal RNA, partial sequence",4
"gi|219846841|ref|NR_026433.1| Ammoniphilus oxalivorans strain RAOx-FS 16S ribosomal RNA, partial sequence",4
"gi|2363084593|ref|NR_180545.1| Ornithinicoccus soli strain XNB-1 16S ribosomal RNA, partial sequence",4
"gi|1240411928|ref|NR_149272.1| Streptosporangium taraxaci strain NEAU-Wp2-0 16S ribosomal RNA, partial sequence",4
"gi|2363086876|ref|NR_181695.1| Rhodothermus bifroesti strain ISCAR-7401 16S ribosomal RNA, partial sequence",4
"gi|470466321|ref|NR_074114.1| Elusimicrobium minutum strain Pei191 16S ribosomal RNA, partial sequence",4
"gi|636558989|ref|NR_115046.1| Elusimicrobium minutum strain Pei191 16S ribosomal RNA, partial sequence",4
"gi|219857245|ref|NR_024875.1| Aquabacterium commune strain B8 16S ribosomal RNA, partial sequence",4
"gi|2363082288|ref|NR_179391.1| Clostridium jeddahitimonense strain CL-2 16S ribosomal RNA, partial sequence",4
"gi|645321375|ref|NR_118356.1| Caldisericum exile strain AZM16c01 16S ribosomal RNA, partial sequence",4
"gi|1953646713|ref|NR_171508.1| Mesorhizobium atlanticum strain CNPSo 3140 16S ribosomal RNA, partial sequence",4
"gi|2363086898|ref|NR_181706.1| Undibacterium baiyunense strain BYS107W 16S ribosomal RNA, partial sequence",4
"gi|636559250|ref|NR_115307.1| Ethanoligenens harbinense YUAN-3 16S ribosomal RNA, partial sequence",4
"gi|2363085832|ref|NR_181168.1| Gluconacetobacter dulcium strain LMG 1728 16S ribosomal RNA, partial sequence",4
"gi|2363086985|ref|NR_181749.1| Microvenator marinus strain V1718 16S ribosomal RNA, partial sequence",4
"gi|848212591|ref|NR_132293.1| Thermomarinilinea lacunifontana strain SW7 16S ribosomal RNA, partial sequence",4
"gi|631251519|ref|NR_112716.1| Acidocella aluminiidurans strain AL46 16S ribosomal RNA, partial sequence",4
"gi|2363085613|ref|NR_181059.1| Telluria aromaticivorans strain ML15P13 16S ribosomal RNA, partial sequence",4
"gi|636560747|ref|NR_116807.1| Desulfitispora alkaliphila strain AHT17 16S ribosomal RNA, partial sequence",4
"gi|1384992338|ref|NR_156087.1| Aliidongia dinghuensis strain 7M-Z19 16S ribosomal RNA, partial sequence",4
"gi|444303847|ref|NR_074269.1| Beijerinckia indica subsp. indica ATCC 9039 16S ribosomal RNA, partial sequence",4
"gi|1864207049|ref|NR_169343.1| Roseomonas chloroacetimidivorans strain BUT-13 16S ribosomal RNA, partial sequence",4
"gi|444439442|ref|NR_074757.1| Gracilinema caldarium strain DSM 7334 16S ribosomal RNA, partial sequence",4
"gi|343201456|ref|NR_042182.1| Beijerinckia derxii subsp. venezuelae strain DSM 2329 16S ribosomal RNA, partial sequence",4
"gi|1864207103|ref|NR_169397.1| Mucilaginibacter hurinus strain ZR32 16S ribosomal RNA, partial sequence",4
"gi|1776910886|ref|NR_164619.1| Acidibrevibacterium fodinaquatile strain G45-3 16S ribosomal RNA, partial sequence",4
"gi|974142316|ref|NR_134836.1| Bradyrhizobium lupini strain USDA 3051 16S ribosomal RNA, partial sequence",4
"gi|1315204023|ref|NR_152692.1| Bacillus wiedmannii strain FSL W8-0169 16S ribosomal RNA, partial sequence",4
"gi|672238884|ref|NR_125472.1| Algisphaera agarilytica strain 06SJR6-2 16S ribosomal RNA, partial sequence",4
"gi|2363084401|ref|NR_180448.1| Mucisphaera calidilacus strain Pan265 16S ribosomal RNA, partial sequence",4
"gi|2180566461|ref|NR_174303.1| Luteithermobacter gelatinilyticus strain MEBiC09520 16S ribosomal RNA, complete sequence",4
"gi|2221405185|ref|NR_175421.1| Sphingomonas segetis strain YJ09 16S ribosomal RNA, partial sequence",4
"gi|2363080049|ref|NR_178241.1| Rhodopseudomonas telluris strain TUT3615 16S ribosomal RNA, partial sequence",4
"gi|1270533064|ref|NR_074491.2| Phycisphaera mikurensis NBRC 102666 16S ribosomal RNA, complete sequence",4
"gi|343201710|ref|NR_042436.1| Limosilactobacillus coleohominis DSM 14060 16S ribosomal RNA, partial sequence",4
"gi|918024594|ref|NR_132395.1| Endobacter medicaginis strain M1MS02 16S ribosomal RNA, partial sequence",4
"gi|1811131528|ref|NR_165710.1| Mucibacter soli strain R1-15 16S ribosomal RNA, partial sequence",4
"gi|2363087127|ref|NR_181819.1| Geobacter benzoatilyticus strain Jerry-YX 16S ribosomal RNA, partial sequence",4
"gi|1024974926|ref|NR_136865.1| Streptomyces bohaiensis strain 11A07 16S ribosomal RNA, partial sequence",4
"gi|559795250|ref|NR_104840.1| Pedomicrobium ferrugineum strain ATCC 33119 16S ribosomal RNA, partial sequence",4
"gi|1013172409|ref|NR_135876.1| Nocardioides marmoriterrae strain JOS5-1 16S ribosomal RNA, partial sequence",4
"gi|1441204268|ref|NR_157683.1| Muricoccus aeriglobus strain KER25-12 16S ribosomal RNA, partial sequence",4
"gi|219846590|ref|NR_026182.1| Schaalia georgiae strain DSM 6843 16S ribosomal RNA, partial sequence",4
"gi|2363086230|ref|NR_181367.1| Undibacterium umbellatum strain NL8W 16S ribosomal RNA, partial sequence",4
"gi|2363086220|ref|NR_181362.1| Undibacterium hunanense strain CY18W 16S ribosomal RNA, partial sequence",4
"gi|1277396195|ref|NR_151906.1| Cephaloticoccus capnophilus strain CV41 16S ribosomal RNA, partial sequence",4
"gi|444303941|ref|NR_074364.1| Prosthecochloris aestuarii DSM 271 16S ribosomal RNA, partial sequence",4
"gi|343205571|ref|NR_043920.1| Inhella inkyongensis strain IMCC1713 16S ribosomal RNA, partial sequence",4
"gi|1227086172|ref|NR_148647.1| Acetobacter musti strain Bo7 16S ribosomal RNA, partial sequence",4
"gi|343202280|ref|NR_042566.1| Nocardia acidivorans strain GW4-1778 16S ribosomal RNA, partial sequence",4
"gi|2296162955|ref|NR_177904.1| Potamosiphon australiensis 16S ribosomal RNA, partial sequence",4
"gi|631252124|ref|NR_113322.1| Rhodoligotrophos appendicifer strain ATCC BAA-2115 16S ribosomal RNA, partial sequence",4
"gi|631250792|ref|NR_109400.1| Pelosinus defluvii strain SHI-1 16S ribosomal RNA, partial sequence",4
"gi|631250791|ref|NR_109399.1| Pelosinus defluvii strain SHI-1 16S ribosomal RNA, partial sequence",4
"gi|1240411904|ref|NR_149236.1| Thermithiobacillus plumbiphilus strain wk12 16S ribosomal RNA, partial sequence",4
"gi|1445135958|ref|NR_157997.1| Dyella caseinilytica strain DHOB09 16S ribosomal RNA, partial sequence",4
"gi|219857491|ref|NR_025079.1| Desulfomonile limimaris strain DCB-M 16S ribosomal RNA, partial sequence",4
"gi|343200619|ref|NR_041306.1| Syntrophorhabdus aromaticivorans UI 16S ribosomal RNA, partial sequence",4
"gi|636558636|ref|NR_114693.1| Acidothermus cellulolyticus strain 11B 16S ribosomal RNA, partial sequence",4
"gi|2363086987|ref|NR_181750.1| Geomonas fuzhouensis strain RG17 16S ribosomal RNA, partial sequence",4
"gi|343200600|ref|NR_041287.1| Paraburkholderia terrae strain KMY02 16S ribosomal RNA, partial sequence",4
"gi|1277396330|ref|NR_152041.1| Panacibacter ginsenosidivorans strain Gsoil 1550 16S ribosomal RNA, partial sequence",4
"gi|219846422|ref|NR_026013.1| Clostridium chauvoei strain 2585 16S ribosomal RNA, partial sequence",4
"gi|2363084350|ref|NR_180423.1| Agromyces protaetiae strain FW100M-8 16S ribosomal RNA, complete sequence",4
"gi|265678803|ref|NR_029108.1| Agromyces ulmi strain XIL01 16S ribosomal RNA, partial sequence",4
"gi|265678468|ref|NR_028771.1| Sulfurospirillum halorespirans strain PCE-M2 16S ribosomal RNA, partial sequence",4
"gi|1277396321|ref|NR_152032.1| Nocardioides baekrokdamisoli strain B2-12 16S ribosomal RNA, partial sequence",4
"gi|343201367|ref|NR_042093.1| Carnobacterium gallinarum strain DSM 4847 16S ribosomal RNA, partial sequence",4
"gi|2363080317|ref|NR_178384.1| Desulfocicer niacini strain : DSM2650 16S ribosomal RNA, partial sequence",4
"gi|2363086510|ref|NR_181509.1| Methylobrevis albus strain L22 16S ribosomal RNA, partial sequence",4
"gi|219846342|ref|NR_025932.1| Heliobacterium chlorum strain ATCC 35205 16S ribosomal RNA, partial sequence",4
"gi|1811131559|ref|NR_165741.1| Streptococcus chosunensis strain ChDC B353 16S ribosomal RNA, partial sequence",4
"gi|1116030266|ref|NR_144724.1| Desnuesiella massiliensis strain mt10 16S ribosomal RNA, partial sequence",4
"gi|2221405322|ref|NR_175476.1| Thermoflavimicrobium daqui strain FBKL4.011 16S ribosomal RNA, partial sequence",4
"gi|636558558|ref|NR_114615.1| Nordella oligomobilis strain N21 16S ribosomal RNA, partial sequence",4
"gi|2221405267|ref|NR_175452.1| Paraburkholderia dioscoreae strain LMG 31881 16S ribosomal RNA, partial sequence",4
"gi|219846899|ref|NR_026491.1| Clostridium disporicum strain DS1 16S ribosomal RNA, partial sequence",4
"gi|1384992271|ref|NR_156019.1| Rugosibacter aromaticivorans strain Ca6 16S ribosomal RNA, complete sequence",4
"gi|343205971|ref|NR_044490.1| Butyricicoccus pullicaecorum strain 25-3 16S ribosomal RNA, partial sequence",4
"gi|343200208|ref|NR_040895.1| Aquaspirillum serpens strain IAM 13944 16S ribosomal RNA, partial sequence",4
"gi|566085643|ref|NR_109741.1| Kaistia hirudinis strain E94 16S ribosomal RNA, partial sequence",4
"gi|636560384|ref|NR_116444.1| Acidicapsa ligni strain WH120 16S ribosomal RNA, partial sequence",4
"gi|444304266|ref|NR_074692.1| Thioalkalivibrio sulfidiphilus strain HL-EbGR7 16S ribosomal RNA, partial sequence",4
"gi|343201444|ref|NR_042170.1| Cryobacterium psychrophilum strain 27-O-b 16S ribosomal RNA, partial sequence",4
"gi|343202062|ref|NR_042520.1| Flavobacterium hercynium strain WB 4.2-33 16S ribosomal RNA, partial sequence",4
"gi|1953646705|ref|NR_171504.1| Trinickia diaoshuihuensis strain NEAU-SY24 16S ribosomal RNA, partial sequence",4
"gi|661903050|ref|NR_122081.1| Aquisphaera giovannonii strain OJF2 16S ribosomal RNA, partial sequence",4
"gi|1230874589|ref|NR_148747.1| Paludisphaera borealis strain PX4 16S ribosomal RNA, complete sequence",4
"gi|219878490|ref|NR_025629.1| Rhodovarius lipocyclicus strain CCUG 44693 16S ribosomal RNA, partial sequence",4
"gi|2363080659|ref|NR_178571.1| Nitrosospira lacus strain APG3 16S ribosomal RNA, partial sequence",4
"gi|219846517|ref|NR_026109.1| Desulfurella acetivorans A63 16S ribosomal RNA, partial sequence",4
"gi|2363086725|ref|NR_181619.1| Carboxylicivirga marina strain N1Y132 16S ribosomal RNA, partial sequence",4
