organism,count
"gi|219846815|ref|NR_026407.1| Desulfuromonas thiophila strain NZ27 16S ribosomal RNA, partial sequence",7
"gi|444439698|ref|NR_075013.1| Syntrophotalea carbinolica DSM 2380 16S ribosomal RNA, complete sequence",7
"gi|1341394013|ref|NR_153685.1| Micromonospora sonchi strain NEAU-QY3 16S ribosomal RNA, partial sequence",7
"gi|645322217|ref|NR_119019.1| Legionella oakridgensis strain ATCC 33761 16S ribosomal RNA, partial sequence",7
"gi|343202650|ref|NR_043036.1| Bradyrhizobium jicamae strain PAC68 16S ribosomal RNA, partial sequence",7
"gi|343202420|ref|NR_042706.1| Acidisoma sibiricum strain TPB606 16S ribosomal RNA, partial sequence",7
"gi|645319917|ref|NR_117250.1| Devosia enhydra strain 9b 16S ribosomal RNA, partial sequence",7
"gi|2363086446|ref|NR_181477.1| Nocardioides nematodiphilus strain R-N-C8 16S ribosomal RNA, partial sequence",7
"gi|1491514402|ref|NR_159154.1| Aridibacter nitratireducens strain A_24_SHP_-5_238 16S ribosomal RNA, partial sequence",7
"gi|219846517|ref|NR_026109.1| Desulfurella acetivorans A63 16S ribosomal RNA, partial sequence",7
"gi|2363080551|ref|NR_178516.1| Sphingomonas lenta strain 1PNM-20 16S ribosomal RNA, partial sequence",6
"gi|559795155|ref|NR_104742.1| Dichotomicrobium thermohalophilum strain DSM 5002 16S ribosomal RNA, partial sequence",6
"gi|444304266|ref|NR_074692.1| Thioalkalivibrio sulfidiphilus strain HL-EbGR7 16S ribosomal RNA, partial sequence",6
"gi|1397641697|ref|NR_156801.1| Immundisolibacter cernigliae strain TR3.2 16S ribosomal RNA, complete sequence",6
"gi|566084910|ref|NR_108458.1| Aquipuribacter hungaricus strain IV-75 16S ribosomal RNA, partial sequence",6
"gi|2363086228|ref|NR_181366.1| Undibacterium nitidum strain LX22W 16S ribosomal RNA, partial sequence",6
"gi|659364859|ref|NR_121745.1| Gloeobacter kilaueensis JS1 16S ribosomal RNA, complete sequence",6
"gi|631252676|ref|NR_113874.1| Phyllobacterium myrsinacearum strain NBRC 100019 16S ribosomal RNA, partial sequence",6
"gi|566085515|ref|NR_109585.1| Pleomorphomonas diazotrophica strain R5-392 16S ribosomal RNA, partial sequence",6
"gi|1240411903|ref|NR_149235.1| Halomonas urumqiensis strain BZ-SZ-Xj27 16S ribosomal RNA, partial sequence",6
"gi|1397641737|ref|NR_156846.1| Microbaculum marinum strain HSF11 16S ribosomal RNA, partial sequence",6
"gi|444304033|ref|NR_074457.1| Catenulispora acidiphila DSM 44928 16S ribosomal RNA, partial sequence",6
"gi|2363080633|ref|NR_178558.1| Arthrobacter frigidicola strain MDT2-14 16S ribosomal RNA, partial sequence",6
"gi|1024974690|ref|NR_136767.1| Limnochorda pilosa strain HC45 16S ribosomal RNA, partial sequence",6
"gi|2836274895|ref|NR_197658.1| Aquibaculum arenosum strain CAU 1616 16S ribosomal RNA, partial sequence",6
"gi|636559633|ref|NR_115693.1| Gracilibacter thermotolerans JW/YJL-S1 16S ribosomal RNA, partial sequence",6
"gi|219846100|ref|NR_025690.1| Marinobacter excellens strain KMM 3809 16S ribosomal RNA, partial sequence",6
"gi|2363082292|ref|NR_179393.1| Neobacillus massiliamazoniensis strain LF1 16S ribosomal RNA, partial sequence",6
"gi|1199303401|ref|NR_147752.1| Egibacter rhizosphaerae strain EGI 80759 16S ribosomal RNA, partial sequence",6
"gi|1227086168|ref|NR_148645.1| Aetherobacter rufus strain SBSr003 16S ribosomal RNA, partial sequence",6
"gi|631250870|ref|NR_112066.1| Malikia spinosa strain ATCC 14606 16S ribosomal RNA, partial sequence",6
"gi|2836274870|ref|NR_197632.1| Gloeothece guizhouensis strain CHAB5847 16S ribosomal RNA, partial sequence",6
"gi|631251424|ref|NR_112621.1| Mucilaginibacter composti strain TR6-03 16S ribosomal RNA, partial sequence",6
"gi|1491520113|ref|NR_159276.1| Mucilaginibacter panaciglaebae strain BXN5-31 16S ribosomal RNA, partial sequence",6
"gi|631251981|ref|NR_113179.1| Acidipila rosea strain AP8 16S ribosomal RNA, partial sequence",6
"gi|2363085532|ref|NR_181015.1| Duganella lactea strain FT50W 16S ribosomal RNA, partial sequence",6
"gi|2363085376|ref|NR_180936.1| Luteolibacter luteus strain G-1-1-1 16S ribosomal RNA, partial sequence",6
"gi|2363085043|ref|NR_180770.1| Cupriavidus cauae strain MKL-01 16S ribosomal RNA, partial sequence",6
"gi|1341394004|ref|NR_153676.1| Parafrankia elaeagni strain BMG5.12 16S ribosomal RNA, partial sequence",6
"gi|1491514416|ref|NR_159158.1| Chitinimonas lacunae strain H2 16S ribosomal RNA, partial sequence",6
"gi|444303809|ref|NR_074231.1| Legionella pneumophila strain Philadelphia 1 16S ribosomal RNA, partial sequence",6
"gi|2363084645|ref|NR_180571.1| Rhizobium indicum strain JKLM 12A2 16S ribosomal RNA, partial sequence",6
"gi|2363087077|ref|NR_181794.1| Roseococcus microcysteis strain NIBR12 16S ribosomal RNA, partial sequence",6
"gi|1024974940|ref|NR_136871.1| Paraburkholderia ultramafica strain STM10279 16S ribosomal RNA, partial sequence",6
"gi|1397641906|ref|NR_157016.1| Blastomonas quesadae strain 912 16S ribosomal RNA, partial sequence",6
"gi|343200249|ref|NR_040936.1| Rhodoplanes serenus strain TUT3530 16S ribosomal RNA, partial sequence",6
"gi|343201615|ref|NR_042341.1| Byssovorax cruenta strain By c2 16S ribosomal RNA, partial sequence",6
"gi|1441204268|ref|NR_157683.1| Muricoccus aeriglobus strain KER25-12 16S ribosomal RNA, partial sequence",6
"gi|2363087199|ref|NR_181855.1| Paraburkholderia saeva strain LMG 31841 16S ribosomal RNA, partial sequence",6
"gi|645321411|ref|NR_118384.1| Bradyrhizobium oligotrophicum S58 16S ribosomal RNA, partial sequence",6
"gi|2363081540|ref|NR_179016.1| Legionella clemsonensis strain CDC-D5610 16S ribosomal RNA, partial sequence",6
"gi|645320222|ref|NR_117479.1| Azospirillum halopraeferens strain DSM 3675 16S ribosomal RNA, partial sequence",6
"gi|636560634|ref|NR_116694.1| Desulfonatronum thiosulfatophilum strain ASO4-2 16S ribosomal RNA, partial sequence",6
"gi|2363082003|ref|NR_179248.1| Fluviispira sanaruensis strain RF1110005 16S ribosomal RNA, partial sequence",6
"gi|2363080856|ref|NR_178671.1| Flavisolibacter swuensis strain SR2-4-2 16S ribosomal RNA, partial sequence",6
"gi|1491516058|ref|NR_159256.1| Massilia eburnea strain 10R 5-21 16S ribosomal RNA, partial sequence",6
"gi|1040567070|ref|NR_137419.1| Sinimarinibacterium flocculans strain NH6-24 16S ribosomal RNA, partial sequence",6
"gi|636560668|ref|NR_116728.1| Aquaspirillum polymorphum strain DSM 9160 16S ribosomal RNA, partial sequence",6
"gi|2363083152|ref|NR_179824.1| Chthonobacter rhizosphaerae strain yh7-1 16S ribosomal RNA, partial sequence",6
"gi|2363086985|ref|NR_181749.1| Microvenator marinus strain V1718 16S ribosomal RNA, partial sequence",6
"gi|1864207110|ref|NR_169404.1| Blastochloris tepida strain GI 16S ribosomal RNA, partial sequence",6
"gi|1277396258|ref|NR_151969.1| Flavisolibacter tropicus strain LCS9 16S ribosomal RNA, partial sequence",6
"gi|1384992299|ref|NR_156048.1| Halodesulfovibrio spirochaetisodalis strain JC271 16S ribosomal RNA, partial sequence",6
"gi|2363083124|ref|NR_179810.1| Sphingomonas turrisvirgatae strain MCT13 16S ribosomal RNA, partial sequence",6
"gi|756808612|ref|NG_041941.1| Hippea jasoniae strain Mar08-272r 16S ribosomal RNA gene, partial sequence",6
"gi|219846174|ref|NR_025764.1| Aquicella siphonis strain SGT-108 16S ribosomal RNA, partial sequence",6
"gi|2363087339|ref|NR_181926.1| Bacillus rhizoplanae strain JJ-63 16S ribosomal RNA, partial sequence",6
"gi|1146059206|ref|NR_145938.1| Flavobacterium buctense strain T7 16S ribosomal RNA, partial sequence",6
"gi|1240411959|ref|NR_149306.1| Racemicystis crocea strain MSr9521 16S ribosomal RNA, partial sequence",6
"gi|507148137|ref|NR_102944.1| Alistipes finegoldii strain DSM 17242 16S ribosomal RNA, partial sequence",6
"gi|2363080049|ref|NR_178241.1| Rhodopseudomonas telluris strain TUT3615 16S ribosomal RNA, partial sequence",6
"gi|343201710|ref|NR_042436.1| Limosilactobacillus coleohominis DSM 14060 16S ribosomal RNA, partial sequence",6
"gi|2363080557|ref|NR_178519.1| Magnetospirillum aberrantis SpK 16S ribosomal RNA, partial sequence",6
"gi|631251779|ref|NR_112977.1| Cytophaga hutchinsonii strain NBRC 15051 16S ribosomal RNA, partial sequence",6
"gi|631252520|ref|NR_113718.1| Terrimonas ferruginea DSM 30193 strain NBRC 14992 16S ribosomal RNA, partial sequence",6
"gi|2363082465|ref|NR_179479.1| Paludisphaera soli strain JC670 16S ribosomal RNA, complete sequence",6
"gi|343205601|ref|NR_043924.1| Nisaea nitritireducens strain DR41_18 16S ribosomal RNA, partial sequence",6
"gi|1315204023|ref|NR_152692.1| Bacillus wiedmannii strain FSL W8-0169 16S ribosomal RNA, partial sequence",6
"gi|1441204320|ref|NR_157735.1| Bacillus proteolyticus strain MCCC 1A00365 16S ribosomal RNA, partial sequence",6
"gi|2221405506|ref|NR_175555.1| Bacillus sanguinis strain BML-BC004 16S ribosomal RNA, partial sequence",6
"gi|2363081292|ref|NR_178890.1| Sphingomonas panacisoli strain HKS19 16S ribosomal RNA, partial sequence",6
"gi|1171002978|ref|NR_146363.1| Sphingomonas qilianensis strain X1 16S ribosomal RNA, partial sequence",6
"gi|1277396301|ref|NR_152012.1| Sphingomonas zeicaulis strain 541 16S ribosomal RNA, partial sequence",6
"gi|2363082912|ref|NR_179704.1| Sphingomonas tabacisoli strain X1-8 16S ribosomal RNA, partial sequence",6
"gi|1018196605|ref|NR_136484.1| Dokdonia pacifica strain SW230 16S ribosomal RNA, partial sequence",6
"gi|343200934|ref|NR_041621.1| Roseibacillus ishigakijimensis strain MN1-741 16S ribosomal RNA, partial sequence",6
"gi|343200936|ref|NR_041623.1| Roseibacillus persicicus strain YM26-010 16S ribosomal RNA, partial sequence",6
"gi|2363082057|ref|NR_179275.1| Dictyobacter vulcani strain W12 16S ribosomal RNA, partial sequence",6
"gi|219846326|ref|NR_025916.1| Leptothrix discophora strain SS-1 16S ribosomal RNA, partial sequence",6
"gi|631250792|ref|NR_109400.1| Pelosinus defluvii strain SHI-1 16S ribosomal RNA, partial sequence",6
"gi|636560491|ref|NR_116551.1| Desulfocurvus vexinensis DSM 17965 strain VNs36 16S ribosomal RNA, partial sequence",6
"gi|1397641882|ref|NR_156992.1| Caulobacter rhizosphaerae strain 7F14 16S ribosomal RNA, partial sequence",6
"gi|219846806|ref|NR_026398.1| Thiorhodococcus minor strain CE2203 16S ribosomal RNA, partial sequence",6
"gi|343205627|ref|NR_043985.1| Aliirhizobium cellulosilyticum strain ALA10B2 16S ribosomal RNA, partial sequence",6
"gi|265678703|ref|NR_029008.1| Pseudonocardia benzenivorans strain B5 16S ribosomal RNA, partial sequence",6
"gi|699005312|ref|NR_126181.1| Vulgatibacter incomptus strain B00001 16S ribosomal RNA, partial sequence",6
"gi|2136551637|ref|NR_173641.1| Rhodocaloribacter litoris strain ISCAR-4553 16S ribosomal RNA, partial sequence",6
"gi|1441204213|ref|NR_157628.1| Parafilimonas rhizosphaerae strain T16E-198 16S ribosomal RNA, partial sequence",6
"gi|2260349426|ref|NR_176508.1| Dictyobacter kobayashii strain Uno11 16S ribosomal RNA, partial sequence",6
"gi|219857288|ref|NR_024919.1| Clostridium frigidicarnis strain SPL77A 16S ribosomal RNA, partial sequence",6
"gi|265678422|ref|NR_028724.1| Halobacteriovorax litoralis strain JS5 16S ribosomal RNA, partial sequence",6
"gi|219846484|ref|NR_026076.1| Citrifermentans bremense strain Dfr1 16S ribosomal RNA, partial sequence",6
"gi|219846470|ref|NR_026062.1| Methylocaldum tepidum strain LK6 16S ribosomal RNA, partial sequence",6
"gi|310975152|ref|NR_037016.1| Acidomonas methanolica strain MB 58 16S ribosomal RNA, partial sequence",6
"gi|2363085294|ref|NR_180895.1| Massilia mucilaginosa strain CCM 8733 16S ribosomal RNA, partial sequence",6
"gi|2621112283|ref|NR_189186.1| Sporanaerobium hydrogeniformans strain XHS1971 16S ribosomal RNA, partial sequence",6
"gi|2363086520|ref|NR_181517.1| Massilia rhizosphaerae strain NEAU-GH312 16S ribosomal RNA, partial sequence",6
"gi|343205749|ref|NR_044153.1| Veillonella denticariosi strain RBV106 16S ribosomal RNA, partial sequence",6
"gi|343198568|ref|NR_042905.1| Siminovitchia fortis strain R-6514 16S ribosomal RNA, partial sequence",6
"gi|2136551488|ref|NR_173491.1| Pseudodesulfovibrio alkaliphilus strain F-1 16S ribosomal RNA, partial sequence",6
"gi|219857490|ref|NR_025078.1| [Desulfovibrio] dechloracetivorans strain SF3 16S ribosomal RNA, partial sequence",6
"gi|645321377|ref|NR_118358.1| Syntrophus buswellii strain DM-2 16S ribosomal RNA, partial sequence",6
"gi|566084802|ref|NR_108141.1| Kaistia geumhonensis strain B1-1 16S ribosomal RNA, partial sequence",5
"gi|2363080904|ref|NR_178695.1| Pseudobacteriovorax antillogorgiicola strain RKEM611 16S ribosomal RNA, partial sequence",5
"gi|631252409|ref|NR_113607.1| Rhizobium rhizogenes strain NBRC 13257 16S ribosomal RNA, partial sequence",5
"gi|219878442|ref|NR_025581.1| Labrys monachus strain VKM B-1479 16S ribosomal RNA, partial sequence",5
"gi|1445135945|ref|NR_157984.1| Caulobacter hibisci strain THG-AG3.4 16S ribosomal RNA, partial sequence",5
"gi|2363083832|ref|NR_180164.1| Persicimonas caeni strain YN101 16S ribosomal RNA, partial sequence",5
"gi|343205970|ref|NR_044489.1| Caloramator australicus RC3 strain KCTC 5601 16S ribosomal RNA, partial sequence",5
"gi|2363085233|ref|NR_180865.1| Fluviispira multicolorata strain 33A1-SZDP 16S ribosomal RNA, partial sequence",5
"gi|1277396370|ref|NR_152083.1| Aurantimonas endophytica strain EGI 6500337 16S ribosomal RNA, partial sequence",5
"gi|631251427|ref|NR_112624.1| Caulobacter ginsengisoli strain Gsoil 317 16S ribosomal RNA, partial sequence",5
"gi|631252836|ref|NR_114034.1| Sphingomonas jaspsi strain NBRC 102120 16S ribosomal RNA, partial sequence",5
"gi|507148083|ref|NR_102890.1| Burkholderia lata strain 383 16S ribosomal RNA, partial sequence",5
"gi|636558435|ref|NR_114491.1| Burkholderia cepacia ATCC 25416 16S ribosomal RNA, partial sequence",5
"gi|2363080037|ref|NR_178235.1| Mucilaginibacter ginsenosidivorans strain Gsoil 3017 16S ribosomal RNA, partial sequence",5
"gi|507148073|ref|NR_102880.1| Acetoanaerobium sticklandii strain DSM 519 16S ribosomal RNA, partial sequence",5
"gi|265678541|ref|NR_028845.1| Cupriavidus respiraculi strain AU3313 16S ribosomal RNA, partial sequence",5
"gi|343202697|ref|NR_043116.1| Caminibacter mediatlanticus TB-2 16S ribosomal RNA, partial sequence",5
"gi|1269785363|ref|NR_121713.2| Hyphomicrobium nitrativorans NL23 16S ribosomal RNA, complete sequence",5
"gi|558508596|ref|NR_104523.1| Micromonospora pisi strain GUI 15 16S ribosomal RNA, partial sequence",5
"gi|444304077|ref|NR_074501.1| Acidothermus cellulolyticus strain 11B 16S ribosomal RNA, partial sequence",5
"gi|1199303360|ref|NR_147711.1| Pseudoduganella ginsengisoli strain DCY83 16S ribosomal RNA, partial sequence",5
"gi|631252749|ref|NR_113947.1| Dyella koreensis strain NBRC 100831 16S ribosomal RNA, partial sequence",5
"gi|631251998|ref|NR_113196.1| Neomoorella thermoacetica strain JCM 9319 16S ribosomal RNA, partial sequence",5
"gi|444303786|ref|NR_074208.1| Caulobacter segnis strain ATCC 21756 16S ribosomal RNA, partial sequence",5
"gi|310974941|ref|NR_036805.1| Legionella fallonii strain LLAP10 16S ribosomal RNA gene, partial sequence",5
"gi|2363081347|ref|NR_178918.1| Legionella norrlandica strain LEGN 16S ribosomal RNA, partial sequence",5
"gi|636559013|ref|NR_115070.1| Granulicella aggregans strain TPB6028 16S ribosomal RNA, partial sequence",5
"gi|1315203998|ref|NR_152667.1| Sediminibacterium aquarii strain AA5 16S ribosomal RNA, partial sequence",5
"gi|961555065|ref|NR_134033.1| Flavisolibacter rigui strain 02SUJ3 16S ribosomal RNA, partial sequence",5
"gi|645320959|ref|NR_118041.1| Noviherbaspirillum soli strain SUEMI10 16S ribosomal RNA, partial sequence",5
"gi|1776910886|ref|NR_164619.1| Acidibrevibacterium fodinaquatile strain G45-3 16S ribosomal RNA, partial sequence",5
"gi|2363084108|ref|NR_180303.1| Geothermobacter hydrogeniphilus strain EPR-M 16S ribosomal RNA, partial sequence",5
"gi|631253197|ref|NR_114395.1| Schaalia odontolytica strain JCM 14871 16S ribosomal RNA, partial sequence",5
"gi|2363081523|ref|NR_179008.1| Pseudolysobacter antarcticus strain AQ6-296 16S ribosomal RNA, partial sequence",5
"gi|2363085720|ref|NR_181112.1| Solimonas marina strain C16B3 16S ribosomal RNA, partial sequence",5
"gi|645319739|ref|NR_117114.1| Afipia carboxidovorans strain DSM 1227 16S ribosomal RNA, partial sequence",5
"gi|2363081705|ref|NR_179099.1| Ktedonosporobacter rubrisoli strain SCAWS-G2 16S ribosomal RNA, partial sequence",5
"gi|343199120|ref|NR_044600.1| Bauldia consociata strain 11 16S ribosomal RNA, partial sequence",5
"gi|1779814905|ref|NR_164980.1| Flavisolibacter galbus strain 17J28-26 16S ribosomal RNA, partial sequence",5
"gi|1953646713|ref|NR_171508.1| Mesorhizobium atlanticum strain CNPSo 3140 16S ribosomal RNA, partial sequence",5
"gi|219857249|ref|NR_024879.1| Mesorhizobium amorphae strain ACCC 19665 16S ribosomal RNA, partial sequence",5
"gi|2363084695|ref|NR_180596.1| Devosia sediminis strain MSA67 16S ribosomal RNA, partial sequence",5
"gi|1269785425|ref|NR_116361.2| Bradyrhizobium rifense strain CTAW71 16S ribosomal RNA, complete sequence",5
"gi|444439508|ref|NR_074823.1| Cupriavidus taiwanensis LMG 19424 16S ribosomal RNA, partial sequence",5
"gi|602270678|ref|NR_028800.2| Cupriavidus taiwanensis LMG 19424 16S ribosomal RNA, partial sequence",5
"gi|2621112363|ref|NR_189267.1| Methylacidiphilum caldifontis strain IT6 16S ribosomal RNA, complete sequence",5
"gi|470467498|ref|NR_074178.1| Methylobacillus flagellatus strain KT 16S ribosomal RNA, partial sequence",5
"gi|2363085067|ref|NR_180782.1| Sphingosinicella flava strain UDD2 16S ribosomal RNA, partial sequence",5
"gi|645320925|ref|NR_118017.1| Spongiibacter tropicus strain DSM 19543 16S ribosomal RNA, partial sequence",5
"gi|343205721|ref|NR_044123.1| Solimonas flava DSM 18980 strain CW-KD 4 16S ribosomal RNA, partial sequence",5
"gi|1240411839|ref|NR_108597.1| Nocardioides pocheonensis strain Gsoil 818 16S ribosomal RNA, partial sequence",5
"gi|1491522537|ref|NR_159344.1| Niveispirillum lacus strain 1-14 16S ribosomal RNA, partial sequence",5
"gi|265678477|ref|NR_028780.1| Desulforegula conservatrix strain Mb1Pa 16S ribosomal RNA, partial sequence",5
"gi|343206304|ref|NR_044896.1| Halochromatium glycolicum strain BN 3201 16S ribosomal RNA, partial sequence",5
"gi|659364734|ref|NR_121726.1| Fimbriimonas ginsengisoli strain GSoil 348 16S ribosomal RNA, partial sequence",5
"gi|566085142|ref|NR_108878.1| Geodermatophilus tzadiensis strain CF5/2 16S ribosomal RNA, partial sequence",5
"gi|645319607|ref|NR_116996.1| Methylocapsa aurea strain KYG 16S ribosomal RNA, partial sequence",5
"gi|219878244|ref|NR_025383.1| Amycolatopsis albidoflavus strain IMSNU 22139 16S ribosomal RNA, partial sequence",5
"gi|1040566991|ref|NR_137340.1| Qipengyuania sediminis strain M1 16S ribosomal RNA, partial sequence",5
"gi|672238917|ref|NR_125506.1| Caballeronia humi strain RA1-5 16S ribosomal RNA, partial sequence",5
"gi|343202834|ref|NR_043319.1| Alistipes shahii WAL 8301 16S ribosomal RNA, partial sequence",5
"gi|959495011|ref|NR_133862.1| Sphingomonas daechungensis strain CH15-11 16S ribosomal RNA, partial sequence",5
"gi|766674005|ref|NR_108510.2| Hippea jasoniae strain Mar08-272r 16S ribosomal RNA, partial sequence",5
"gi|219846173|ref|NR_025763.1| Aquicella lusitana strain SGT-39 16S ribosomal RNA, partial sequence",5
"gi|636559654|ref|NR_115714.1| Bacillus cereus strain CCM 2010 16S ribosomal RNA, partial sequence",5
"gi|2363085615|ref|NR_181060.1| Undibacterium crateris strain B2R-29 16S ribosomal RNA, partial sequence",5
"gi|1277396375|ref|NR_152088.1| Paraburkholderia caffeinilytica strain CF1 16S ribosomal RNA, partial sequence",5
"gi|1150406768|ref|NR_146022.1| Stenotrophobacter roseus strain Ac_15_C4 16S ribosomal RNA, partial sequence",5
"gi|631251955|ref|NR_113153.1| Alistipes shahii strain JCM 16773 16S ribosomal RNA, partial sequence",5
"gi|343205609|ref|NR_043934.1| Azospirillum zeae strain N7 16S ribosomal RNA, partial sequence",5
"gi|2962412222|ref|NR_199416.1| Minisyncoccus archaeiphilus strain PMX.108 16S ribosomal RNA, partial sequence",5
"gi|444303977|ref|NR_074401.1| Petrotoga mobilis strain SJ95 16S ribosomal RNA, partial sequence",5
"gi|1397641797|ref|NR_156906.1| Abyssicoccus albus strain S31 16S ribosomal RNA, partial sequence",5
"gi|265678930|ref|NR_029238.1| Syntrophotalea acetylenica strain WoAcy1 16S ribosomal RNA, partial sequence",5
"gi|343203006|ref|NR_043513.1| Marinobacter psychrophilus strain i20041 16S ribosomal RNA, partial sequence",5
"gi|645319543|ref|NR_116947.1| Halomonas cupida strain DSM 4740 16S ribosomal RNA, partial sequence",5
"gi|645321258|ref|NR_118269.1| Methyloglobulus morosus KoM1 16S ribosomal RNA, partial sequence",5
"gi|265678472|ref|NR_028775.1| Trichlorobacter thiogenes strain K1 16S ribosomal RNA, partial sequence",5
"gi|219878204|ref|NR_025343.1| Cystobacter ferrugineus strain Cb fe18 16S ribosomal RNA, partial sequence",5
"gi|645320728|ref|NR_117865.1| Thermanaerothrix daxensis strain GNS-1 16S ribosomal RNA, partial sequence",5
"gi|1909404481|ref|NR_170536.1| Duganella margarita strain FT109W 16S ribosomal RNA, partial sequence",5
"gi|631253127|ref|NR_114325.1| Methylobacterium haplocladii strain 87e 16S ribosomal RNA, partial sequence",5
"gi|2180566336|ref|NR_174214.1| Actinomadura rubteroloni strain RB29 16S ribosomal RNA, partial sequence",5
"gi|974142289|ref|NR_134809.1| Sinomonas humi strain MUSC 117 16S ribosomal RNA, partial sequence",5
"gi|1811131526|ref|NR_165708.1| Chryseolinea soli strain KIS68-18 16S ribosomal RNA, partial sequence",5
"gi|1024974954|ref|NR_136875.1| Thalassospira lohafexi strain 139Z-12 16S ribosomal RNA, partial sequence",5
"gi|1441204251|ref|NR_157666.1| Kiloniella antarctica strain soj2014 16S ribosomal RNA, partial sequence",5
"gi|1246951779|ref|NR_149783.1| Variovorax humicola strain UC38 16S ribosomal RNA, partial sequence",5
"gi|636559708|ref|NR_115768.1| Sinorhizobium mexicanum strain ITTG-R7 16S ribosomal RNA, partial sequence",5
"gi|444439592|ref|NR_074907.1| Desulfohalobium retbaense DSM 5692 16S ribosomal RNA, partial sequence",5
"gi|1146059194|ref|NR_145926.1| Micromonospora zhanjiangensis strain 2902at01 16S ribosomal RNA, partial sequence",5
"gi|2363081138|ref|NR_178812.1| Dyella amyloliquefaciens strain DHC06 16S ribosomal RNA, partial sequence",5
"gi|2363085358|ref|NR_180927.1| Phyllobacterium pellucidum strain BT25 16S ribosomal RNA, partial sequence",5
"gi|2363084288|ref|NR_180394.1| Ideonella livida strain TBM-1 16S ribosomal RNA, partial sequence",5
"gi|631252124|ref|NR_113322.1| Rhodoligotrophos appendicifer strain ATCC BAA-2115 16S ribosomal RNA, partial sequence",5
"gi|961555154|ref|NR_134123.1| Parafilimonas terrae strain 5GHs7-2 16S ribosomal RNA, partial sequence",5
"gi|444439421|ref|NR_074736.1| Nitrosospira multiformis strain ATCC 25196 16S ribosomal RNA, partial sequence",5
"gi|545589062|ref|NR_044690.2| Bifidobacterium coryneforme strain ATCC 25911 16S ribosomal RNA, partial sequence",5
"gi|1024974889|ref|NR_136847.1| Micromonospora harpali strain NEAU-JC6 16S ribosomal RNA, partial sequence",5
"gi|343199062|ref|NR_044460.1| Desulfonatronospira delicata strain AHT 6 16S ribosomal RNA, partial sequence",5
"gi|2363086981|ref|NR_181747.1| Phosphitispora fastidiosa strain DYL19 16S ribosomal RNA, partial sequence",5
"gi|343202062|ref|NR_042520.1| Flavobacterium hercynium strain WB 4.2-33 16S ribosomal RNA, partial sequence",5
"gi|343201739|ref|NR_042465.1| Zavarzinella formosa strain A10 16S ribosomal RNA, partial sequence",5
"gi|559795388|ref|NR_104981.1| Nitrospirillum amazonense strain Am 14 16S ribosomal RNA, partial sequence",5
"gi|1277396379|ref|NR_152092.1| Sphingomonas prati strain W18RD 16S ribosomal RNA, partial sequence",5
"gi|1520188677|ref|NR_159897.1| Flavisolibacter metallilatus strain TX0661 16S ribosomal RNA, partial sequence",5
"gi|219878207|ref|NR_025346.1| Chondromyces robustus strain Cm a13 16S ribosomal RNA, partial sequence",5
"gi|2363080437|ref|NR_178458.1| Paraburkholderia nemoris strain LMG 31836 16S ribosomal RNA, partial sequence",5
"gi|219846835|ref|NR_026427.1| Halanaerobacter salinarius strain SG3903 16S ribosomal RNA, partial sequence",5
"gi|959494865|ref|NR_133740.1| Dongia rigui strain 04SU4-P 16S ribosomal RNA, partial sequence",5
"gi|636558628|ref|NR_114685.1| Cupriavidus basilensis strain RK1 16S ribosomal RNA, partial sequence",5
"gi|1811131606|ref|NR_165788.1| Lacisediminimonas profundi strain CHu64-6-4 16S ribosomal RNA, partial sequence",5
"gi|636559427|ref|NR_115484.1| Rhodopseudomonas palustris strain ATCC 17001 16S ribosomal RNA, partial sequence",5
"gi|444304112|ref|NR_074536.1| Cellulosilyticum lentocellum DSM 5427 16S ribosomal RNA, partial sequence",5
"gi|2363082157|ref|NR_179325.1| Veillonella nakazawae strain T1-7 16S ribosomal RNA, partial sequence",5
"gi|631253234|ref|NR_114432.1| Desulfomicrobium baculatum strain X 16S ribosomal RNA, partial sequence",5
"gi|2363082282|ref|NR_179388.1| Faecalibacterium hattorii strain APC922/41-1 16S ribosomal RNA, partial sequence",5
"gi|2363080123|ref|NR_178280.1| Faecalibacterium duncaniae strain A2-165 16S ribosomal RNA, partial sequence",5
"gi|2363084526|ref|NR_180511.1| Paenibacillus albicereus strain UniB2 16S ribosomal RNA, partial sequence",5
"gi|1171002967|ref|NR_146352.1| Paraburkholderia kirstenboschensis strain Kb15 16S ribosomal RNA, partial sequence",5
"gi|645322152|ref|NR_118965.1| Sporosarcina psychrophila strain ATCC 23304 16S ribosomal RNA, partial sequence",5
"gi|2463901927|ref|NR_184634.1| Desulfolithobacter dissulfuricans strain GF1 16S ribosomal RNA, partial sequence",5
"gi|2363081421|ref|NR_178957.1| Nonomuraea mangrovi strain HA15826 16S ribosomal RNA, partial sequence",5
"gi|343198562|ref|NR_042863.1| Labrys neptuniae strain F11 16S ribosomal RNA, partial sequence",4
"gi|2363083571|ref|NR_180033.1| Parafrankia irregularis strain G2 16S ribosomal RNA, complete sequence",4
"gi|645320683|ref|NR_117831.1| Sphingomonas ginsenosidimutans strain Gsoil 1429 16S ribosomal RNA, partial sequence",4
"gi|636559432|ref|NR_115491.1| Rhizorhapis suberifaciens NBRC 15211 strain IFO 15211 16S ribosomal RNA, partial sequence",4
"gi|645321321|ref|NR_118315.1| Sphingobium baderi LL03 16S ribosomal RNA, partial sequence",4
